filename, type, duration(msec)
dir2/1.wav,POS_VOT,22
dir2/3.wav,POS_VOT,44
dir2/2.wav,POS_VOT,103
dir1/1.wav,NEG_VOT,60
dir1/3.wav,NEG_VOT,109
dir1/2.wav,NEG_VOT,112
